id,ss_id,produce_id,ProduceWeight,PercentageReceived,ContainerType,ChildSurvey
44657597-a61d08c2,461-44657555-1032d468,prod1019,2,1,1,0
44574756-2807cfc0,462-44574728-79bc0bbd,prod1019,2,1,1,0
43795546-2ad8eada,463-43795516-9a2aa455,prod1019,2,1,1,0
43043289-2edf120f,464-43043164-fb57d9a8,prod1019,2,1,1,0
45244370-1bce5b9e,468-45244248-0d4e97a4,prod1019,2,1,1,0
45921841-87199fdd,486-45921046-8d61e4fb,prod1019,2,1,1,0
44466995-a79b2345,487-44466626-c6232bd7,prod1019,2,1,1,0
45199271-13139160,490-45199165-50c84e69,prod1019,2,1,1,0
45157388-c5a4aae6,492-45157314-48fd2a13,prod1019,2,1,1,0
45157257-5bbd8cbf,493-45157060-410444f4,prod1019,2,1,1,0
45097442-3617226e,497-45072901-e4be2366,prod1019,2,1,1,0
41739909-6b02e6b4,499-41739100-f6b2913e,prod1019,2,1,1,0
41667747-d83907e3,503-41647949-65e5f0f0,prod1019,2,1,1,0
46676030-2e8de9af,517-46675540-75f7e4a3,prod1019,2,1,1,0
44564640-6f98a38f,528-44564388-ab2f56f2,prod1019,2,1,1,0
43967108-b5ac23ae,533-43967087-529553cb,prod1019,2,1,1,0
38750149-15e110e6,54-38750011-c360e44d,prod1019,2,1,1,0
38845560-5a3cc053,577-38845496-fbecec6f,prod1019,2,1,1,0
44385250-14671500,580-44385040-498ef8e7,prod1019,2,1,1,0
44657414-ec0a7602,582-44657250-7c471a6a,prod1019,2,1,1,0
41765741-f0d89fa0,590-41765625-62ecdfd6,prod1019,2,1,1,0
44657047-ed0d720b,594-44656991-64f182a6,prod1019,2,1,1,0
44504899-0c6cfb63,595-44504688-f841d30b,prod1019,2,1,1,0
44474333-c771d3d9,596-44474322-23e09e35,prod1019,2,1,1,0
44505100-eacd6b43,597-44505075-31b9e35c,prod1019,2,1,1,0
44505123-410311f6,597-44505075-31b9e35c,prod1019,2,1,1,0
44400606-ac021389,598-44400473-63f3b1c2,prod1019,2,1,1,0
43793577-9fea6216,599-43793552-09e813df,prod1019,2,1,1,0
43024102-b925d77c,600-43024059-eff76cf5,prod1019,2,1,1,0
43904017-a53c038d,613-43903958-fa094819,prod1019,2,1,1,0
44397987-da8b7e75,614-44397838-7bfb866a,prod1019,2,1,1,0
50102670-3e6558e6,618-50102582-2f65c8c9,prod1019,2,1,1,0
46856690-5e1bd3cd,620-46856584-500f8428,prod1019,2,1,1,0
44656722-64f7107a,637-44656421-04e9ccaa,prod1019,2,1,1,0
41681672-c0cc9e72,652-41681534-dba2faf4,prod1019,2,1,1,0
43970644-d73d1b9f,665-43970611-02fe02b1,prod1019,2,1,1,0
43970788-1780771f,666-43970753-093a2ccb,prod1019,2,1,1,0
37243984-9bbe4ee6,674-37243943-aec6e725,prod1019,2,1,1,0
50258248-b87afe24,675-50258007-fedbfb0e,prod1019,2,1,1,0
38833620-00f636dd,680-38829059-815d7170,prod1019,2,1,1,0
43784485-d2f4ea83,682-43784418-90af196b,prod1019,2,1,1,0
44561632-2415050d,683-44561559-1bd81633,prod1019,2,1,1,0
43966861-6b1c3107,684-43957874-ee856983,prod1019,2,1,1,0
43872721-95c5ae37,686-43872659-812756b2,prod1019,2,1,1,0
43947917-8ea46cb3,688-43947732-8f44a189,prod1019,2,1,1,0
44650035-ed7fcb5c,695-44649847-cf502b32,prod1019,2,1,1,0
44401156-904ea413,696-44401043-c89321e9,prod1019,2,1,1,0
45165937-9f661d95,697-45165785-706e3a49,prod1019,2,1,1,0
44464149-81338541,703-44464005-8d60b6ce,prod1019,2,1,1,0
44480310-66ba99ff,704-44479976-95375413,prod1019,2,1,1,0
45093559-a8f1076c,705-45091352-877c2d7c,prod1019,2,1,1,0
49680235-5da41727,706-49680166-b05a8f37,prod1019,2,1,1,0
44548612-bcf40abb,8-44548307-9f14445f,prod1019,2,1,1,0
35196500-006afeb9,412-35196457-2c2006b2,prod1019,2,1,1,0
38844761-92c06eaa,442-38844742-5b23e7c3,prod1019,2,1,1,0
43051195-7429bb7a,455-43051169-465e5d74,prod1019,2,1,1,0
47200021-857b1093,468-47199978-daa43a71,prod1019,2,1,1,0
48726278-93e0ced4,490-48726206-6207fc12,prod1019,2,1,1,0
47193594-fa7569a9,491-47193501-7e0b9d1b,prod1019,2,1,1,0
47367585-bdd8f02d,493-47367562-b1bc0cf5,prod1019,2,1,1,0
35193586-827db052,499-35192583-ad12e7b0,prod1019,2,1,1,0
35213973-42b39d3b,500-35213849-3a1113a2,prod1019,2,1,1,0
46683395-dfa4cbf0,506-46683096-0b2daf95,prod1019,2,1,1,0
46766921-751227bd,507-46766812-fac3d8d9,prod1019,2,1,1,0
46780272-fb650dac,508-46779685-0989774e,prod1019,2,1,1,0
46852040-9e91a153,511-46851966-329aad8c,prod1019,2,1,1,0
46680501-1456df2a,513-46680244-3d912c3b,prod1019,2,1,1,0
47280527-ea8fd5ce,524-47280395-0d30328f,prod1019,2,1,1,0
47210760-88ea34ed,525-47210699-2041aeba,prod1019,2,1,1,0
47279417-00f7a1d5,581-47279363-c1f35d6c,prod1019,2,1,1,0
47278421-bc4a9d98,583-47278291-44087969,prod1019,2,1,1,0
35118613-ec64689a,590-35118601-009a028c,prod1019,2,1,1,0
46869567-36e3c5f8,604-46868276-14736b3c,prod1019,2,1,1,0
38783424-b42089cc,655-38783248-aa9d3ca8,prod1019,2,1,1,0
45109381-6f7b3b1b,679-45109157-09acc433,prod1019,2,1,1,0
49589360-91f32693,690-49589177-7f64c9b3,prod1019,2,1,1,0
47374417-e7e88ba4,697-47374375-32a01256,prod1019,2,1,1,0
47195684-5d470d33,7-47195587-beb5a21d,prod1019,2,1,1,0
47280760-81413f7d,705-47280436-ff588dfc,prod1019,2,1,1,0
38791746-e10fe853,173-38790984-afc1944e,prod1019,2,1,1,0
38855950-5ed3a89b,188-38855861-9669ca20,prod1019,2,1,1,0
42457855-991a56c0,187-42457683-806b9e40,prod1031,2,1,1,0
46693796-0717b62e,188-46693664-44c0e89e,prod1031,2,1,1,0
42354121-6e0e8132,441-42353964-ddd2896e,prod1031,2,1,1,0
41585793-1b9540c9,463-41585598-bd36a9a8,prod1031,2,1,1,0
35949890-c6ee7a37,468-35949643-466ea915,prod1031,2,1,1,0
35223006-62bcdb70,493-35222734-c23914ec,prod1031,2,1,1,0
42355447-10c4492b,528-42355334-539f0df4,prod1031,2,1,1,0
44562510-8b9a5e81,586-44562394-f57c4acc,prod1031,2,1,1,0
39473345-3c24ecbe,677-39472749-cd737e88,prod1031,2,1,1,0
41577921-45175cf2,682-41577357-2ddf59d4,prod1031,2,1,1,0
41757505-9aeb238c,684-41749791-a0158ed0,prod1031,2,1,1,0
47383027-d159ac0f,684-47382206-722670aa,prod1031,2,1,1,0
41660536-5e3917fc,686-41660300-87e8de09,prod1031,2,1,1,0
41682830-421c1f48,688-41682494-ec882cbd,prod1031,2,1,1,0
42338949-507c6af1,695-42338891-4b79dca5,prod1031,2,1,1,0
42437443-fd11c2b2,697-42437314-a266212f,prod1031,2,1,1,0
35949604-d45e5cd8,7-35949448-11d3a5dc,prod1031,2,1,1,0
35042252-1d59d147,587-35042121-76dd920b,prod1031,2,1,1,0
50214506-1874a7df,288-50214049-11f2cc1d,prod1031,2,1,1,0
50038524-8978a4c1,379-50038017-a5ce60cb,prod1031,2,1,1,0
50037282-aa3cabdb,380-50036498-212326f4,prod1031,2,1,1,0
50137719-fe755e6d,382-50137577-2b35865c,prod1031,2,1,1,0
50139908-960e5e73,424-50139582-7931fc45,prod1031,2,1,1,0
45246907-c27c8c05,587-45246718-7e76cacb,prod1031,2,1,1,0
50213725-cb589ad1,610-50213326-3943b91f,prod1031,2,1,1,0
47214555-968d8a33,14-47214399-7eb007aa,prod1031,2,1,1,0
49442319-3af50c73,171-49442061-0c048ea7,prod1031,2,1,1,0
49676317-795ec962,187-49675969-5d6accbf,prod1031,2,1,1,0
36639629-9ae3cfe0,41-36638823-8f81d798,prod1031,2,1,1,0
47465901-7bc44943,42-47465636-610dc79e,prod1031,2,1,1,0
47301883-cdca9f28,454-47300752-fdad5d6c,prod1031,2,1,1,0
36639962-8dad9b2e,456-36639681-d00b836d,prod1031,2,1,1,0
37252073-29d1997a,458-37251709-81ab686f,prod1031,2,1,1,0
47382285-119f1d24,460-47382137-687a78bb,prod1031,2,1,1,0
37177801-c008d115,463-37177675-86149cae,prod1031,2,1,1,0
47278017-f3825e45,463-47277763-88fa6186,prod1031,2,1,1,0
37429371-abd76f3a,464-37428953-ec75281a,prod1031,2,1,1,0
47477207-9fb5f93b,464-47477005-fa77518c,prod1031,2,1,1,0
34416779-df737cdc,486-34416218-c6def17b,prod1031,2,1,1,0
34416588-a5702807,487-34416510-decb62eb,prod1031,2,1,1,0
44466837-87c1ba7f,487-44466626-c6232bd7,prod1031,2,1,1,0
35115350-cbedfa93,490-35114743-a439b890,prod1031,2,1,1,0
43865275-57956878,490-43865228-701dcc34,prod1031,2,1,1,0
35948853-7e81f772,491-35948778-89f9108c,prod1031,2,1,1,0
36590878-e26578cd,492-36590643-cbc6c65b,prod1031,2,1,1,0
42434896-16a0644e,493-42434750-6b3667c0,prod1031,2,1,1,0
40042618-19b9b1fa,507-40042463-213dc6c9,prod1031,2,1,1,0
40053698-54f93432,508-40053494-b2cfa69c,prod1031,2,1,1,0
40964167-8cde851c,513-40963880-54b711c5,prod1031,2,1,1,0
40049261-8a00455e,516-40049075-c2298088,prod1031,2,1,1,0
40958136-3cab28f8,517-40957921-39ec2532,prod1031,2,1,1,0
35058614-8fa9496c,524-35058463-c75be0a3,prod1031,2,1,1,0
35956429-416c6dfa,525-35956274-e580763c,prod1031,2,1,1,0
34331290-7cdcd888,526-34331227-9320ce10,prod1031,2,1,1,0
44473765-a503da75,526-44473601-6873d4a0,prod1031,2,1,1,0
44564593-ac0673f8,528-44564388-ab2f56f2,prod1031,2,1,1,0
35955148-f5bf6b90,543-35954964-04104c01,prod1031,2,1,1,0
43773773-af8fba78,578-43773742-6e2c605f,prod1031,2,1,1,0
34339379-b876f3c2,580-34339342-d64aec21,prod1031,2,1,1,0
44385152-379f7a64,580-44385040-498ef8e7,prod1031,2,1,1,0
35018197-fd958f73,581-35018134-afffe07b,prod1031,2,1,1,0
34503825-1d93e9bc,582-34498705-b71cd412,prod1031,2,1,1,0
44657329-340bc122,582-44657250-7c471a6a,prod1031,2,1,1,0
35222536-ea462cfc,583-35222378-2b20d5f9,prod1031,2,1,1,0
44579914-936aa30d,584-44558076-5951fef3,prod1031,2,1,1,0
44641412-66257483,585-44641335-f66edbe8,prod1031,2,1,1,0
36716337-d3e7fbd4,597-36715920-4391632f,prod1031,2,1,1,0
47402569-245fdccc,600-47402428-5648563b,prod1031,2,1,1,0
35053168-710c886d,613-35053035-32d0a5fa,prod1031,2,1,1,0
38950378-d2e73139,63-38950117-fb549d24,prod1031,2,1,1,0
45175264-678a9a9a,637-45175063-c7be56d0,prod1031,2,1,1,0
38833603-9116fc9a,680-38829059-815d7170,prod1031,2,1,1,0
47205700-fe02c639,682-47205538-9e19541e,prod1031,2,1,1,0
50025209-29beb542,682-50024765-93f7adcc,prod1031,2,1,1,0
47293162-bb5e9ad5,686-47292770-3b7231aa,prod1031,2,1,1,0
50110226-e433d0cc,686-50109770-9d4c0fa4,prod1031,2,1,1,0
47464549-60170512,687-47463486-6d3a40c9,prod1031,2,1,1,0
47307936-2edea2bd,688-47307680-f09ea264,prod1031,2,1,1,0
50108438-09c0910f,688-50108029-14add0c1,prod1031,2,1,1,0
34376167-bdf95392,694-34375987-880d5423,prod1031,2,1,1,0
44649995-a9be5a9d,695-44649847-cf502b32,prod1031,2,1,1,0
34494890-a9b25b66,696-34494554-508c0806,prod1031,2,1,1,0
44401112-b0b5d302,696-44401043-c89321e9,prod1031,2,1,1,0
36590442-9f6bc9da,697-35117710-0c5aa08d,prod1031,2,1,1,0
49507371-8bd9c90d,701-49505243-5b989b68,prod1031,2,1,1,0
34415202-5fc9aeb5,703-34414908-8ef1cac1,prod1031,2,1,1,0
44464069-b0f4a5d0,703-44464005-8d60b6ce,prod1031,2,1,1,0
42272610-96ccaecf,704-42272434-79df7e90,prod1031,2,1,1,0
44480263-c5bbec62,704-44479976-95375413,prod1031,2,1,1,0
35018005-5a25db8d,705-35017909-24a07548,prod1031,2,1,1,0
45093496-606ad0f3,705-45091352-877c2d7c,prod1031,2,1,1,0
45249251-49612dbb,710-45249150-5b899365,prod1031,2,1,1,0
42338626-a9d5f46a,8-42338549-bb83ec26,prod1031,2,1,1,0
44548571-e45c6a17,8-44548307-9f14445f,prod1031,2,1,1,0
42438716-78aa40aa,177-42438645-122ad218,prod1031,2,1,1,0
35191717-b7886859,539-35191480-aa760fc4,prod1031,2,1,1,0
41672474-690c42c2,458-41672047-a00aff74,prod1031,2,1,1,0
44467753-00804af5,708-44467471-f85aa321,prod1031,2,1,1,0
42216671-206583b1,173-42216341-d52caf80,prod1020,2,1,1,0
42354216-de4ed753,441-42353964-ddd2896e,prod1020,2,1,1,0
46876284-9c2a7f6b,453-46876138-de51bc02,prod1020,2,1,1,0
46780398-97cd5098,508-46779685-0989774e,prod1020,2,1,1,0
42187475-9423b54e,574-42187381-1e45557a,prod1020,2,1,1,0
43800715-4d9782fa,623-43800702-1fde17cb,prod1020,2,1,1,0
42307625-f58f9b04,678-42307175-d93c4c35,prod1020,2,1,1,0
50112283-e8504ec3,471-50112137-d8b05ddf,prod1020,2,1,1,0
39523303-92a822f5,478-39523146-0e60d4f3,prod1020,2,1,1,0
49492943-7739c146,479-49492751-c2e3b763,prod1020,2,1,1,0
46774250-359d3064,516-46774208-9ce4f934,prod1020,2,1,1,0
50185988-7eadb6a0,527-50185752-570a962b,prod1020,2,1,1,0
51796060-620c6817,586-51795968-f5d888bb,prod1020,2,1,1,0
50095867-2e1194db,607-50095485-ce90278a,prod1020,2,1,1,0
47327898-c5c9f792,679-47327779-6a77e5b7,prod1020,2,1,1,0
51718513-5783e2be,701-51718116-a73e8bef,prod1020,2,1,1,0
43893829-4b9e7dd8,122-43893656-72e4b25f,prod1020,2,1,1,0
47464673-41f59015,412-47464316-fb3690a0,prod1020,2,1,1,0
49577891-9794fd13,430-49577145-09e5b70a,prod1020,2,1,1,0
39542510-6997dc84,477-39542177-54e6485c,prod1020,2,1,1,0
43883504-70fffd3f,503-43883463-ee6887ec,prod1020,2,1,1,0
43877592-0a6755b3,679-43877531-509866fe,prod1020,2,1,1,0
43888790-129a59ab,681-43888503-ba1e2fca,prod1020,2,1,1,0
46705357-90b5f2c1,93-46705255-7bb0a68d,prod1020,2,1,1,0
42365762-6c316c16,123-42365748-90c0e7ef,prod1020,2,1,1,0
43772332-4160e48b,125-43772325-68800306,prod1020,2,1,1,0
42363011-8dba59b3,129-42362967-4b9844ab,prod1020,2,1,1,0
42438665-f10cbc5e,177-42438645-122ad218,prod1020,2,1,1,0
42457770-30ed9628,187-42457683-806b9e40,prod1020,2,1,1,0
42294595-4f59baca,188-42294565-faa039d0,prod1020,2,1,1,0
46862325-ae1a19a6,189-46850589-45c0d8d1,prod1020,2,1,1,0
42288352-83af9660,385-42288310-2274131b,prod1020,2,1,1,0
42442462-c1bffd3d,388-42442406-d92d21ad,prod1020,2,1,1,0
46699513-61e34de5,41-46699370-5799b80e,prod1020,2,1,1,0
42510207-78df9818,412-42509729-42863ca1,prod1020,2,1,1,0
43945209-7975aa9f,430-43945171-6d78f685,prod1020,2,1,1,0
42178926-075bf8ce,431-42178828-684db00d,prod1020,2,1,1,0
42272297-12f39fb2,442-42272236-2e89980b,prod1020,2,1,1,0
46684531-9393928f,442-46684369-f8ccf062,prod1020,2,1,1,0
42453106-b66e1d58,453-42453096-4f7b8747,prod1020,2,1,1,0
46690846-d906d535,456-46690766-e2c79525,prod1020,2,1,1,0
46611677-30a486c0,459-46611588-f8a72512,prod1020,2,1,1,0
46873218-56a08bd2,461-46873149-27d54ad4,prod1020,2,1,1,0
46771273-ca24c91b,462-46771233-a27d876f,prod1020,2,1,1,0
42277140-d3c621f9,465-42277114-9a7b8fa2,prod1020,2,1,1,0
50193844-72485a1c,469-50193743-4a63acd5,prod1020,2,1,1,0
43858735-58b5332c,479-43858614-f9ae924e,prod1020,2,1,1,0
44293135-f8fc9315,480-44293087-f2911aac,prod1020,2,1,1,0
47316025-d9575c3a,497-47315856-d475f4c9,prod1020,2,1,1,0
43978082-60c797ed,499-43978041-8caee2a5,prod1020,2,1,1,0
42443439-dca3999c,500-42442458-91796846,prod1020,2,1,1,0
42164291-3fb86d8b,501-42164282-0bac75a3,prod1020,2,1,1,0
46683414-c557f6ea,506-46683096-0b2daf95,prod1020,2,1,1,0
43968284-4d1498aa,51-43968073-2d92be06,prod1020,2,1,1,0
43785527-48c985f1,52-43785278-2a21ca18,prod1020,2,1,1,0
42345820-b89864f7,527-42345636-d87d5a1a,prod1020,2,1,1,0
43904314-68b80721,538-43904230-f083c0b7,prod1020,2,1,1,0
43051237-49467335,539-43051178-692d9a4d,prod1020,2,1,1,0
42172185-7db15c08,54-42172043-305b39a1,prod1020,2,1,1,0
43791008-f852a69d,543-43790916-27bf96f1,prod1020,2,1,1,0
43951065-7ca8f5eb,573-43949753-73ae2ef1,prod1020,2,1,1,0
42263460-058f6097,577-42263257-695298c1,prod1020,2,1,1,0
43790710-a6a65a2f,589-43790661-00f5dcf8,prod1020,2,1,1,0
46860790-628e55e0,594-46860672-f8cb435d,prod1020,2,1,1,0
46611092-561b98a5,595-46610996-bd44a017,prod1020,2,1,1,0
46690150-5991cd6c,596-46690102-4585397b,prod1020,2,1,1,0
46695516-a391c0e7,597-46695376-fbca54b2,prod1020,2,1,1,0
46605732-4612a7e8,598-46605628-618d945f,prod1020,2,1,1,0
43904038-bd1122ee,613-43903958-fa094819,prod1020,2,1,1,0
46619002-9f972e32,614-46618835-a7e0bdd8,prod1020,2,1,1,0
46856765-3d89e2fb,620-46856584-500f8428,prod1020,2,1,1,0
46792137-c2f71f9e,637-46792095-5f9fea7f,prod1020,2,1,1,0
43869140-cf71e5c8,652-43869122-741117a1,prod1020,2,1,1,0
42184962-f91390bc,655-42184910-5de0c016,prod1020,2,1,1,0
42388659-e3ffe7ea,656-42388584-c569e483,prod1020,2,1,1,0
43854254-1b1e7f2d,66-43854202-974180a2,prod1020,2,1,1,0
43791719-192a72de,664-43791668-edd9a544,prod1020,2,1,1,0
43044238-1e59eb13,668-43044150-3fbe3248,prod1020,2,1,1,0
42278333-206edc25,67-42278236-ba0c5b8e,prod1020,2,1,1,0
43802875-16876c3a,677-43801950-dee52f9e,prod1020,2,1,1,0
42166497-091ed6b7,680-42166424-685bb194,prod1020,2,1,1,0
46786046-49bf38e5,683-46765768-c66b196f,prod1020,2,1,1,0
46782151-653af886,687-46782059-3498c50d,prod1020,2,1,1,0
43029188-b70fdb5c,710-43029129-6eee08b1,prod1020,2,1,1,0
51787461-85aeac39,711-51787213-6a306b31,prod1020,2,1,1,0
43961270-3bfec03e,89-43947904-9419aeca,prod1020,2,1,1,0
42288001-8e5f6664,93-42287938-9a06ae4d,prod1020,2,1,1,0
46693834-08fe6e4f,188-46693664-44c0e89e,prod1020,2,1,1,0
50030874-936d4951,377-50030735-52a1e570,prod1020,2,1,1,0
50046277-36cf4202,470-50046073-a0a850ba,prod1020,2,1,1,0
50190647-9cde1f36,477-50190379-39d10e20,prod1020,2,1,1,0
44551838-eac8d13a,507-44551624-36282f59,prod1020,2,1,1,0
46680719-0413cc83,513-46680244-3d912c3b,prod1020,2,1,1,0
43955928-32d07792,587-43955881-18b236e4,prod1020,2,1,1,0
44385887-ded48608,604-44383598-b49a8c37,prod1020,2,1,1,0
46869814-b63977fb,604-46868276-14736b3c,prod1020,2,1,1,0
36643045-d1687550,188-36642869-94b7c2f5,prod1032,2,1,1,0
43970911-24b8e64f,293-43970231-3a3df623,prod1032,2,1,1,0
43867296-d671a55a,297-43867223-b22b20ae,prod1032,2,1,1,0
36567604-a3e46c91,298-36567341-52f7f1d1,prod1032,2,1,1,0
46638161-ca4cecc4,298-46638100-2bf5ce04,prod1032,2,1,1,0
50048677-3ab50578,298-50048449-9dc7d74e,prod1032,2,1,1,0
36735965-8101d406,299-36735814-29a95e3a,prod1032,2,1,1,0
49510057-0cf42bd0,442-49509911-6a71cacd,prod1032,2,1,1,0
51791927-d8f07870,512-51791759-8cbce6f3,prod1032,2,1,1,0
40888733-7c427088,522-40888610-11ba40ad,prod1032,2,1,1,0
45192010-31f86cb4,522-45191929-85ccc6f4,prod1032,2,1,1,0
48884007-c3d13cbb,522-48883849-a1e42b98,prod1032,2,1,1,0
43985388-673a9912,523-43985309-51f2ab25,prod1032,2,1,1,0
48884867-4b6d3280,523-48884839-0b16753d,prod1032,2,1,1,0
47466437-0514fd4b,570-47466004-7a1ccf23,prod1032,2,1,1,0
51884590-7bf63a79,570-51884534-520bbdcb,prod1032,2,1,1,0
36645547-a525d2e9,571-36645472-014b6bce,prod1032,2,1,1,0
35145322-884b7f88,573-35145206-62f81454,prod1032,2,1,1,0
40977664-c7ef4673,574-40977512-81cf8fc2,prod1032,2,1,1,0
50208483-1978b81d,624-50208361-96890669,prod1032,2,1,1,0
43985762-16f97487,625-43903419-72a70ccb,prod1032,2,1,1,0
47281677-4ec0ec08,647-47281489-08e3266e,prod1032,2,1,1,0
51708786-38740c07,648-51708561-e29ff268,prod1032,2,1,1,0
43908311-0a4fd365,674-43908291-340ba1a5,prod1032,2,1,1,0
44369820-c96aeda2,698-44369532-03da3049,prod1032,2,1,1,0
36572138-0c81046a,699-36571805-1600e0cc,prod1032,2,1,1,0
36571604-85b641e8,700-36571319-d7cc16d9,prod1032,2,1,1,0
36567016-ccf54537,702-36566813-96f3713f,prod1032,2,1,1,0
40060896-a7b02c21,702-40060807-eccdb408,prod1032,2,1,1,0
46638669-01d993c0,702-46638594-2858f992,prod1032,2,1,1,0
46786392-2febc0c6,299-46786281-3b790149,prod1032,2,1,1,0
50009829-f8e8c5be,491-50009667-2f1587ad,prod1032,2,1,1,0
39630051-b3257d7d,500-39629933-04ce2579,prod1032,2,1,1,0
46701722-a299b41d,571-46701583-806e2f2d,prod1032,2,1,1,0
47285530-65e1b198,648-47285453-db5cf26a,prod1032,2,1,1,0
40094883-b8500260,67-40094775-dfee654c,prod1032,2,1,1,0
47327969-5f6ad78c,679-47327779-6a77e5b7,prod1032,2,1,1,0
45009806-de3125f9,698-45009698-19c69923,prod1032,2,1,1,0
46618574-9bf24f0e,699-46618505-b67724c3,prod1032,2,1,1,0
50034761-847d5aea,699-50034590-6eb42366,prod1032,2,1,1,0
43770485-dba3a4a0,7-43770253-3d62530f,prod1032,2,1,1,0
46618334-1129d9c3,700-46618271-2f5c0e0b,prod1032,2,1,1,0
50035634-77a4238c,700-50035069-3b31e012,prod1032,2,1,1,0
36629296-2ae7e186,93-36628675-2c6f59f7,prod1032,2,1,1,0
44550512-8dde7120,298-44550453-8fd9ffaa,prod1032,2,1,1,0
50208628-4ab23a93,299-50208542-b7b28ce5,prod1032,2,1,1,0
44484788-3df9275b,571-44484748-a0da46c7,prod1032,2,1,1,0
50208820-3db510e8,571-50208693-b8f5a247,prod1032,2,1,1,0
44412889-6d4b9d60,702-44412798-d9c0e32f,prod1032,2,1,1,0
50049957-e02db491,702-50049836-41ebfb85,prod1032,2,1,1,0
35196603-3617c643,412-35196457-2c2006b2,prod1032,2,1,1,0
36633003-df2456c6,442-36632923-6af633e2,prod1032,2,1,1,0
36642113-50338573,465-36642100-f8297e43,prod1032,2,1,1,0
43865499-cb6cbba2,490-43865228-701dcc34,prod1032,2,1,1,0
43952244-b6649374,490-43951077-a498a00c,prod1032,2,1,1,0
41562832-731ff166,491-41562641-c2205fff,prod1032,2,1,1,0
42429381-6e46f299,492-42429202-bf607c43,prod1032,2,1,1,0
50181646-41e52b18,492-50181502-f0bdcd3a,prod1032,2,1,1,0
42435071-47d14844,493-42434750-6b3667c0,prod1032,2,1,1,0
43945269-c48b2533,493-43945124-cf219eab,prod1032,2,1,1,0
39436198-5f08603a,497-39436100-2c45e22d,prod1032,2,1,1,0
35193632-daf00f7e,499-35192583-ad12e7b0,prod1032,2,1,1,0
35042921-e1b40897,50-35042721-12180dcb,prod1032,2,1,1,0
35214048-edfa928f,500-35213849-3a1113a2,prod1032,2,1,1,0
35135608-146a7cdc,51-35135220-2fe30a33,prod1032,2,1,1,0
47378078-e737ea81,512-47377463-3a33e81d,prod1032,2,1,1,0
43852472-5b59ddfc,524-43852314-21945941,prod1032,2,1,1,0
35956611-e1c9f41d,525-35956274-e580763c,prod1032,2,1,1,0
50029508-503670ee,525-50029262-4c2888ee,prod1032,2,1,1,0
15302215-6afa04d1,526-51660053-099eac5d,prod1032,2,1,1,0
40967109-4838eaaf,54-40967044-04a5e1b4,prod1032,2,1,1,0
50095906-ed086ea2,581-50095782-589c9ebb,prod1032,2,1,1,0
41649092-ca283cb5,583-41648869-ae9c2e37,prod1032,2,1,1,0
50108191-96b01ff6,583-50108045-18cbf9c5,prod1032,2,1,1,0
35118755-2b6d9760,590-35118601-009a028c,prod1032,2,1,1,0
40057064-1b76f14b,618-40056799-d03ac988,prod1032,2,1,1,0
45072155-34da6033,647-45071877-5a469b11,prod1032,2,1,1,0
45081730-1728a34a,648-45081428-e86a417b,prod1032,2,1,1,0
39471379-017bda5d,652-39470547-a3f57cba,prod1032,2,1,1,0
35055420-9c20cca7,681-35054833-3ad48068,prod1032,2,1,1,0
42437576-ac8b5bd9,697-42437314-a266212f,prod1032,2,1,1,0
43954017-ccc47737,697-43953805-1dd233a7,prod1032,2,1,1,0
45166108-b82b457c,697-45165785-706e3a49,prod1032,2,1,1,0
42272818-69956979,704-42272434-79df7e90,prod1032,2,1,1,0
42338759-0b7c03ed,8-42338549-bb83ec26,prod1032,2,1,1,0
35130894-497fa2ad,89-35130742-359c8299,prod1032,2,1,1,0
36545852-0ab82693,94-36545750-7d2c295a,prod1032,2,1,1,0
50182307-059c9f7d,493-50181987-ff51a6be,prod1032,2,1,1,0
46712589-a90239d3,625-46712465-15a4976b,prod1032,2,1,1,0
42339080-b12ec1b2,695-42338891-4b79dca5,prod1032,2,1,1,0
39475763-48c3c43c,679-39475593-0e00bf74,prod1032,2,1,1,0
40040408-d26c36cd,681-40039218-326d29bf,prod1032,2,1,1,0
46769726-71c4bd8d,129-46769621-b8f83484,prod1011,2,1,1,0
46693946-29a01ada,188-46693664-44c0e89e,prod1011,2,1,1,0
46876170-26991a78,453-46876138-de51bc02,prod1011,2,1,1,0
38827494-b45abf43,459-38827294-80dbc2d3,prod1011,2,1,1,0
37323767-4838867e,460-37323389-949b4069,prod1011,2,1,1,0
47377641-ef03eca0,512-47377463-3a33e81d,prod1011,2,1,1,0
47382504-e6228a60,515-47382412-5ca81e5d,prod1011,2,1,1,0
51697565-e5dab3e4,574-51697134-42bc7b77,prod1011,2,1,1,0
37325802-b789034d,587-37325398-95c4b592,prod1011,2,1,1,0
50275572-c1c982f2,604-50274146-27680713,prod1011,2,1,1,0
46714892-e4709d69,678-46714320-360e200d,prod1011,2,1,1,0
46705297-8c565ad9,93-46705255-7bb0a68d,prod1011,2,1,1,0
36734022-b0251907,637-36733853-943c8ac8,prod1011,2,1,1,0
51915295-e26509b1,453-51915226-2ce54d14,prod1011,2,1,1,0
46683337-cc028948,506-46683096-0b2daf95,prod1011,2,1,1,0
47221373-1ba48a40,52-47221229-fcc1a50e,prod1011,2,1,1,0
51650784-29903c09,54-51650580-d5b41326,prod1011,2,1,1,0
37160778-3b9afcd8,578-37160634-95d309bb,prod1011,2,1,1,0
46869709-4f5a2f94,604-46868276-14736b3c,prod1011,2,1,1,0
